x,y,lie,club
12.894176971275016,213.90160969260887,rough,Driver
-2.105823028724984,236.90160969260887,fairway,Driver
-5.105823028724984,230.90160969260887,fairway,Driver
18.894176971275016,220.90160969260887,rough,Driver
-3.105823028724984,210.90160969260887,fairway,Driver
6.894176971275016,228.90160969260887,fairway,Driver
-12.105823028724984,227.90160969260887,fairway,Driver
-13.105823028724984,236.90160969260887,fairway,Driver
-26.105823028724984,245.90160969260887,rough,Driver
6.894176971275016,219.90160969260887,fairway,Driver
3.894176971275016,216.90160969260887,fairway,Driver
-23.105823028724984,228.90160969260887,rough,Driver
2.894176971275016,223.90160969260887,fairway,Driver
-20.105823028724984,228.90160969260887,rough,Driver
-11.105823028724984,234.90160969260887,fairway,Driver
-2.105823028724984,230.90160969260887,fairway,Driver
17.894176971275016,222.90160969260887,rough,Driver
-11.105823028724984,237.90160969260887,fairway,Driver
-57.105823028724984,234.90160969260887,rough,Driver
-22.105823028724984,221.90160969260887,rough,Driver
5.894176971275016,228.90160969260887,fairway,Driver
0.8941769712750158,221.90160969260887,fairway,Driver
16.894176971275016,213.90160969260887,rough,Driver
10.894176971275016,226.90160969260887,fairway,Driver
1.894176971275016,227.90160969260887,fairway,Driver
18.894176971275016,228.90160969260887,rough,Driver
-7.105823028724984,222.90160969260887,fairway,Driver
-19.105823028724984,245.90160969260887,rough,Driver
9.894176971275016,215.90160969260887,fairway,Driver
7.894176971275016,225.90160969260887,fairway,Driver
-10.105823028724984,219.90160969260887,fairway,Driver
10.894176971275016,224.90160969260887,fairway,Driver
-26.105823028724984,220.90160969260887,rough,Driver
7.894176971275016,212.90160969260887,fairway,Driver
-10.105823028724984,227.90160969260887,fairway,Driver
18.894176971275016,223.90160969260887,rough,Driver
12.894176971275016,232.90160969260887,fairway,Driver
15.894176971275016,223.90160969260887,rough,Driver
7.894176971275016,222.90160969260887,fairway,Driver
1.894176971275016,203.90160969260887,fairway,Driver
-0.1058230287249841,233.90160969260887,fairway,Driver
0.8941769712750158,223.90160969260887,fairway,Driver
-7.105823028724984,223.90160969260887,fairway,Driver
-1.1058230287249842,231.90160969260887,fairway,Driver
8.894176971275016,224.90160969260887,fairway,Driver
-31.105823028724984,229.90160969260887,rough,Driver
-6.105823028724984,237.90160969260887,fairway,Driver
18.894176971275016,226.90160969260887,rough,Driver
14.894176971275016,230.90160969260887,rough,Driver
18.894176971275016,235.90160969260887,rough,Driver
-0.1058230287249841,221.90160969260887,fairway,Driver
-7.105823028724984,221.90160969260887,fairway,Driver
-0.1058230287249841,253.90160969260887,fairway,Driver
-19.105823028724984,211.90160969260887,fairway,Driver
-24.105823028724984,239.90160969260887,rough,Driver
-6.105823028724984,210.90160969260887,fairway,Driver
4.894176971275016,211.90160969260887,fairway,Driver
-14.105823028724984,235.90160969260887,fairway,Driver
-18.105823028724984,223.90160969260887,fairway,Driver
-21.105823028724984,240.90160969260887,rough,Driver
-33.105823028724984,226.90160969260887,rough,Driver
3.894176971275016,234.90160969260887,fairway,Driver
18.894176971275016,203.90160969260887,rough,Driver
-22.105823028724984,237.90160969260887,rough,Driver
13.894176971275016,230.90160969260887,fairway,Driver
5.894176971275016,219.90160969260887,fairway,Driver
-20.105823028724984,218.90160969260887,rough,Driver
-27.105823028724984,218.90160969260887,rough,Driver
-9.105823028724984,230.90160969260887,fairway,Driver
-25.105823028724984,235.90160969260887,rough,Driver
-17.105823028724984,239.90160969260887,fairway,Driver
9.894176971275016,222.90160969260887,fairway,Driver
-7.105823028724984,214.90160969260887,fairway,Driver
18.894176971275016,224.90160969260887,rough,Driver
14.894176971275016,226.90160969260887,rough,Driver
-23.105823028724984,232.90160969260887,rough,Driver
-6.105823028724984,238.90160969260887,fairway,Driver
-2.105823028724984,219.90160969260887,fairway,Driver
-25.105823028724984,232.90160969260887,rough,Driver
-37.105823028724984,221.90160969260887,rough,Driver
-25.105823028724984,244.90160969260887,rough,Driver
-28.105823028724984,218.90160969260887,rough,Driver
18.894176971275016,208.90160969260887,rough,Driver
-1.1058230287249842,232.90160969260887,fairway,Driver
9.894176971275016,226.90160969260887,fairway,Driver
12.894176971275016,230.90160969260887,fairway,Driver
-18.105823028724984,218.90160969260887,fairway,Driver
-8.105823028724984,222.90160969260887,fairway,Driver
14.894176971275016,229.90160969260887,rough,Driver
7.894176971275016,226.90160969260887,fairway,Driver
-1.1058230287249842,233.90160969260887,fairway,Driver
-47.105823028724984,224.90160969260887,rough,Driver
18.894176971275016,215.90160969260887,rough,Driver
-26.105823028724984,222.90160969260887,rough,Driver
-6.105823028724984,250.90160969260887,fairway,Driver
15.894176971275016,227.90160969260887,rough,Driver
-3.105823028724984,218.90160969260887,fairway,Driver
-18.105823028724984,233.90160969260887,fairway,Driver
7.894176971275016,216.90160969260887,fairway,Driver
-18.105823028724984,225.90160969260887,fairway,Driver
-21.105823028724984,203.90160969260887,rough,3-wood
2.894176971275016,198.90160969260887,fairway,3-wood
-9.105823028724984,206.90160969260887,fairway,3-wood
-2.105823028724984,215.90160969260887,fairway,3-wood
-12.105823028724984,205.90160969260887,fairway,3-wood
-4.105823028724984,212.90160969260887,fairway,3-wood
-12.105823028724984,201.90160969260887,fairway,3-wood
13.894176971275016,191.90160969260887,rough,3-wood
0.8941769712750158,199.90160969260887,fairway,3-wood
-2.105823028724984,197.90160969260887,fairway,3-wood
18.894176971275016,199.90160969260887,rough,3-wood
15.894176971275016,190.90160969260887,rough,3-wood
-18.105823028724984,211.90160969260887,fairway,3-wood
5.894176971275016,193.90160969260887,fairway,3-wood
-6.105823028724984,219.90160969260887,fairway,3-wood
8.894176971275016,203.90160969260887,fairway,3-wood
-12.105823028724984,205.90160969260887,fairway,3-wood
-13.105823028724984,207.90160969260887,fairway,3-wood
5.894176971275016,186.90160969260887,fairway,3-wood
-4.105823028724984,205.90160969260887,fairway,3-wood
9.894176971275016,188.90160969260887,rough,3-wood
-26.105823028724984,187.90160969260887,rough,3-wood
18.894176971275016,202.90160969260887,rough,3-wood
-5.105823028724984,205.90160969260887,fairway,3-wood
-21.105823028724984,219.90160969260887,rough,3-wood
-8.105823028724984,204.90160969260887,fairway,3-wood
-9.105823028724984,203.90160969260887,fairway,3-wood
-10.105823028724984,196.90160969260887,fairway,3-wood
-18.105823028724984,206.90160969260887,fairway,3-wood
18.894176971275016,206.90160969260887,rough,3-wood
18.894176971275016,183.90160969260887,rough,3-wood
-3.105823028724984,205.90160969260887,fairway,3-wood
-6.105823028724984,211.90160969260887,fairway,3-wood
13.894176971275016,193.90160969260887,rough,3-wood
2.894176971275016,200.90160969260887,fairway,3-wood
-16.105823028724984,206.90160969260887,fairway,3-wood
9.894176971275016,194.90160969260887,rough,3-wood
-34.105823028724984,207.90160969260887,rough,3-wood
-17.105823028724984,228.90160969260887,fairway,3-wood
-0.1058230287249841,193.90160969260887,fairway,3-wood
-3.105823028724984,199.90160969260887,fairway,3-wood
-0.1058230287249841,206.90160969260887,fairway,3-wood
18.894176971275016,205.90160969260887,rough,3-wood
-2.105823028724984,218.90160969260887,fairway,3-wood
-22.105823028724984,217.90160969260887,rough,3-wood
-14.105823028724984,201.90160969260887,fairway,3-wood
3.894176971275016,214.90160969260887,fairway,3-wood
16.894176971275016,214.90160969260887,rough,3-wood
12.894176971275016,191.90160969260887,rough,3-wood
11.894176971275016,197.90160969260887,rough,3-wood
15.894176971275016,195.90160969260887,rough,3-wood
-7.105823028724984,220.90160969260887,fairway,3-wood
1.894176971275016,190.90160969260887,fairway,3-wood
5.894176971275016,205.90160969260887,fairway,3-wood
-4.105823028724984,205.90160969260887,fairway,3-wood
6.894176971275016,191.90160969260887,fairway,3-wood
-1.1058230287249842,209.90160969260887,fairway,3-wood
-19.105823028724984,198.90160969260887,fairway,3-wood
9.894176971275016,187.90160969260887,rough,3-wood
-2.105823028724984,206.90160969260887,fairway,3-wood
10.894176971275016,192.90160969260887,rough,3-wood
4.894176971275016,196.90160969260887,fairway,3-wood
18.894176971275016,196.90160969260887,rough,3-wood
-28.105823028724984,211.90160969260887,rough,3-wood
-25.105823028724984,208.90160969260887,rough,3-wood
18.894176971275016,187.90160969260887,rough,3-wood
17.894176971275016,181.90160969260887,rough,3-wood
-7.105823028724984,203.90160969260887,fairway,3-wood
-33.105823028724984,202.90160969260887,rough,3-wood
18.894176971275016,182.90160969260887,rough,3-wood
-4.105823028724984,205.90160969260887,fairway,3-wood
2.894176971275016,193.90160969260887,fairway,3-wood
-11.105823028724984,195.90160969260887,fairway,3-wood
18.894176971275016,192.90160969260887,rough,3-wood
18.894176971275016,204.90160969260887,rough,3-wood
-18.105823028724984,188.90160969260887,fairway,3-wood
-11.105823028724984,212.90160969260887,fairway,3-wood
15.894176971275016,209.90160969260887,rough,3-wood
-10.105823028724984,205.90160969260887,fairway,3-wood
1.894176971275016,169.90160969260887,fairway,3-wood
-1.1058230287249842,206.90160969260887,fairway,3-wood
-6.105823028724984,205.90160969260887,fairway,3-wood
8.894176971275016,190.90160969260887,rough,3-wood
-15.105823028724984,205.90160969260887,fairway,3-wood
11.894176971275016,189.90160969260887,rough,3-wood
-3.105823028724984,196.90160969260887,fairway,3-wood
-1.1058230287249842,207.90160969260887,fairway,3-wood
-7.105823028724984,194.90160969260887,fairway,3-wood
-3.105823028724984,218.90160969260887,fairway,3-wood
18.894176971275016,199.90160969260887,rough,3-wood
-3.105823028724984,203.90160969260887,fairway,3-wood
-5.105823028724984,198.90160969260887,fairway,3-wood
-3.105823028724984,203.90160969260887,fairway,3-wood
15.894176971275016,187.90160969260887,rough,3-wood
0.8941769712750158,191.90160969260887,fairway,3-wood
1.894176971275016,201.90160969260887,fairway,3-wood
11.894176971275016,190.90160969260887,rough,3-wood
-25.105823028724984,194.90160969260887,rough,3-wood
-7.105823028724984,206.90160969260887,fairway,3-wood
-4.105823028724984,193.90160969260887,fairway,3-wood
-38.105823028724984,199.90160969260887,rough,5-wood
17.894176971275016,189.90160969260887,rough,5-wood
4.894176971275016,209.90160969260887,fairway,5-wood
3.894176971275016,187.90160969260887,fairway,5-wood
8.894176971275016,182.90160969260887,rough,5-wood
18.894176971275016,188.90160969260887,rough,5-wood
-0.1058230287249841,196.90160969260887,fairway,5-wood
-25.105823028724984,208.90160969260887,rough,5-wood
1.894176971275016,189.90160969260887,fairway,5-wood
-13.105823028724984,192.90160969260887,fairway,5-wood
-27.105823028724984,206.90160969260887,rough,5-wood
-6.105823028724984,211.90160969260887,fairway,5-wood
-13.105823028724984,189.90160969260887,fairway,5-wood
-0.1058230287249841,190.90160969260887,fairway,5-wood
-12.105823028724984,200.90160969260887,fairway,5-wood
13.894176971275016,189.90160969260887,rough,5-wood
9.894176971275016,190.90160969260887,rough,5-wood
-2.105823028724984,202.90160969260887,fairway,5-wood
-9.105823028724984,179.90160969260887,fairway,5-wood
17.894176971275016,184.90160969260887,rough,5-wood
12.894176971275016,197.90160969260887,rough,5-wood
-7.105823028724984,185.90160969260887,fairway,5-wood
1.894176971275016,166.90160969260887,fairway,5-wood
-13.105823028724984,195.90160969260887,fairway,5-wood
-9.105823028724984,203.90160969260887,fairway,5-wood
-24.105823028724984,186.90160969260887,rough,5-wood
-19.105823028724984,189.90160969260887,fairway,5-wood
8.894176971275016,186.90160969260887,rough,5-wood
12.894176971275016,184.90160969260887,rough,5-wood
-7.105823028724984,186.90160969260887,fairway,5-wood
15.894176971275016,188.90160969260887,rough,5-wood
-6.105823028724984,202.90160969260887,fairway,5-wood
-3.105823028724984,195.90160969260887,fairway,5-wood
-24.105823028724984,195.90160969260887,rough,5-wood
-3.105823028724984,187.90160969260887,fairway,5-wood
-28.105823028724984,201.90160969260887,rough,5-wood
-19.105823028724984,179.90160969260887,fairway,5-wood
6.894176971275016,189.90160969260887,fairway,5-wood
-4.105823028724984,190.90160969260887,fairway,5-wood
-3.105823028724984,189.90160969260887,fairway,5-wood
-7.105823028724984,197.90160969260887,fairway,5-wood
13.894176971275016,194.90160969260887,rough,5-wood
12.894176971275016,187.90160969260887,rough,5-wood
8.894176971275016,184.90160969260887,rough,5-wood
-19.105823028724984,183.90160969260887,fairway,5-wood
-17.105823028724984,191.90160969260887,fairway,5-wood
-15.105823028724984,193.90160969260887,fairway,5-wood
1.894176971275016,197.90160969260887,fairway,5-wood
-10.105823028724984,199.90160969260887,fairway,5-wood
11.894176971275016,185.90160969260887,rough,5-wood
10.894176971275016,182.90160969260887,rough,5-wood
6.894176971275016,186.90160969260887,fairway,5-wood
-15.105823028724984,192.90160969260887,fairway,5-wood
0.8941769712750158,190.90160969260887,fairway,5-wood
-7.105823028724984,181.90160969260887,fairway,5-wood
17.894176971275016,188.90160969260887,rough,5-wood
18.894176971275016,186.90160969260887,rough,5-wood
-2.105823028724984,194.90160969260887,fairway,5-wood
18.894176971275016,186.90160969260887,rough,5-wood
-24.105823028724984,190.90160969260887,rough,5-wood
-6.105823028724984,181.90160969260887,fairway,5-wood
18.894176971275016,198.90160969260887,rough,5-wood
18.894176971275016,194.90160969260887,rough,5-wood
-21.105823028724984,197.90160969260887,rough,5-wood
-5.105823028724984,184.90160969260887,fairway,5-wood
-17.105823028724984,193.90160969260887,fairway,5-wood
-17.105823028724984,185.90160969260887,fairway,5-wood
18.894176971275016,174.90160969260887,rough,5-wood
-22.105823028724984,189.90160969260887,rough,5-wood
-16.105823028724984,198.90160969260887,fairway,5-wood
2.894176971275016,178.90160969260887,fairway,5-wood
0.8941769712750158,193.90160969260887,fairway,5-wood
13.894176971275016,178.90160969260887,rough,5-wood
-6.105823028724984,191.90160969260887,fairway,5-wood
-19.105823028724984,201.90160969260887,fairway,5-wood
-5.105823028724984,200.90160969260887,fairway,5-wood
-4.105823028724984,181.90160969260887,fairway,5-wood
-29.105823028724984,201.90160969260887,rough,5-wood
-3.105823028724984,193.90160969260887,fairway,5-wood
-11.105823028724984,196.90160969260887,fairway,5-wood
18.894176971275016,188.90160969260887,rough,5-wood
5.894176971275016,180.90160969260887,fairway,5-wood
-15.105823028724984,198.90160969260887,fairway,5-wood
-0.1058230287249841,193.90160969260887,fairway,5-wood
-23.105823028724984,166.90160969260887,rough,5-wood
7.894176971275016,188.90160969260887,fairway,5-wood
9.894176971275016,186.90160969260887,rough,5-wood
5.894176971275016,190.90160969260887,fairway,5-wood
-10.105823028724984,193.90160969260887,fairway,5-wood
6.894176971275016,191.90160969260887,fairway,5-wood
1.894176971275016,186.90160969260887,fairway,5-wood
-3.105823028724984,195.90160969260887,fairway,5-wood
11.894176971275016,198.90160969260887,rough,5-wood
-12.105823028724984,199.90160969260887,fairway,5-wood
18.894176971275016,189.90160969260887,rough,5-wood
18.894176971275016,188.90160969260887,rough,5-wood
-21.105823028724984,201.90160969260887,rough,5-wood
13.894176971275016,192.90160969260887,rough,5-wood
-15.105823028724984,186.90160969260887,fairway,5-wood
10.894176971275016,180.90160969260887,rough,5-wood
-0.1058230287249841,170.90160969260887,fairway,Hybrid
-13.105823028724984,186.90160969260887,fairway,Hybrid
-14.105823028724984,186.90160969260887,fairway,Hybrid
7.894176971275016,182.90160969260887,rough,Hybrid
-22.105823028724984,182.90160969260887,rough,Hybrid
-5.105823028724984,184.90160969260887,fairway,Hybrid
18.894176971275016,177.90160969260887,rough,Hybrid
-0.1058230287249841,182.90160969260887,fairway,Hybrid
-9.105823028724984,187.90160969260887,fairway,Hybrid
-7.105823028724984,175.90160969260887,fairway,Hybrid
-4.105823028724984,193.90160969260887,fairway,Hybrid
-2.105823028724984,175.90160969260887,fairway,Hybrid
-7.105823028724984,197.90160969260887,fairway,Hybrid
3.894176971275016,188.90160969260887,fairway,Hybrid
18.894176971275016,169.90160969260887,rough,Hybrid
2.894176971275016,173.90160969260887,fairway,Hybrid
-22.105823028724984,196.90160969260887,rough,Hybrid
3.894176971275016,165.90160969260887,rough,Hybrid
-0.1058230287249841,176.90160969260887,fairway,Hybrid
-31.105823028724984,173.90160969260887,rough,Hybrid
-13.105823028724984,183.90160969260887,fairway,Hybrid
9.894176971275016,174.90160969260887,rough,Hybrid
18.894176971275016,168.90160969260887,rough,Hybrid
-29.105823028724984,194.90160969260887,rough,Hybrid
-16.105823028724984,175.90160969260887,fairway,Hybrid
18.894176971275016,172.90160969260887,rough,Hybrid
-7.105823028724984,177.90160969260887,fairway,Hybrid
-25.105823028724984,193.90160969260887,rough,Hybrid
-16.105823028724984,173.90160969260887,fairway,Hybrid
5.894176971275016,177.90160969260887,fairway,Hybrid
16.894176971275016,178.90160969260887,rough,Hybrid
4.894176971275016,171.90160969260887,fairway,Hybrid
1.894176971275016,168.90160969260887,fairway,Hybrid
-2.105823028724984,187.90160969260887,fairway,Hybrid
1.894176971275016,172.90160969260887,fairway,Hybrid
3.894176971275016,176.90160969260887,fairway,Hybrid
-2.105823028724984,182.90160969260887,fairway,Hybrid
-31.105823028724984,194.90160969260887,rough,Hybrid
7.894176971275016,169.90160969260887,rough,Hybrid
3.894176971275016,174.90160969260887,fairway,Hybrid
17.894176971275016,174.90160969260887,rough,Hybrid
3.894176971275016,181.90160969260887,fairway,Hybrid
18.894176971275016,175.90160969260887,rough,Hybrid
1.894176971275016,173.90160969260887,fairway,Hybrid
2.894176971275016,167.90160969260887,fairway,Hybrid
4.894176971275016,176.90160969260887,fairway,Hybrid
-12.105823028724984,188.90160969260887,fairway,Hybrid
-14.105823028724984,173.90160969260887,fairway,Hybrid
-3.105823028724984,184.90160969260887,fairway,Hybrid
-8.105823028724984,181.90160969260887,fairway,Hybrid
11.894176971275016,166.90160969260887,rough,Hybrid
17.894176971275016,177.90160969260887,rough,Hybrid
5.894176971275016,173.90160969260887,rough,Hybrid
17.894176971275016,173.90160969260887,rough,Hybrid
-16.105823028724984,172.90160969260887,fairway,Hybrid
14.894176971275016,168.90160969260887,rough,Hybrid
5.894176971275016,164.90160969260887,rough,Hybrid
-8.105823028724984,190.90160969260887,fairway,Hybrid
1.894176971275016,175.90160969260887,fairway,Hybrid
7.894176971275016,170.90160969260887,rough,Hybrid
-20.105823028724984,186.90160969260887,fairway,Hybrid
8.894176971275016,165.90160969260887,rough,Hybrid
9.894176971275016,168.90160969260887,rough,Hybrid
-6.105823028724984,175.90160969260887,fairway,Hybrid
-21.105823028724984,184.90160969260887,rough,Hybrid
14.894176971275016,183.90160969260887,rough,Hybrid
-15.105823028724984,175.90160969260887,fairway,Hybrid
-12.105823028724984,181.90160969260887,fairway,Hybrid
12.894176971275016,169.90160969260887,rough,Hybrid
-25.105823028724984,201.90160969260887,rough,Hybrid
-1.1058230287249842,179.90160969260887,fairway,Hybrid
18.894176971275016,182.90160969260887,rough,Hybrid
-5.105823028724984,174.90160969260887,fairway,Hybrid
-5.105823028724984,168.90160969260887,fairway,Hybrid
-22.105823028724984,190.90160969260887,rough,Hybrid
5.894176971275016,165.90160969260887,rough,Hybrid
0.8941769712750158,176.90160969260887,fairway,Hybrid
-0.1058230287249841,176.90160969260887,fairway,Hybrid
-19.105823028724984,182.90160969260887,fairway,Hybrid
8.894176971275016,167.90160969260887,rough,Hybrid
4.894176971275016,171.90160969260887,fairway,Hybrid
0.8941769712750158,178.90160969260887,fairway,Hybrid
18.894176971275016,164.90160969260887,rough,Hybrid
-10.105823028724984,190.90160969260887,fairway,Hybrid
8.894176971275016,166.90160969260887,rough,Hybrid
-0.1058230287249841,177.90160969260887,fairway,Hybrid
-16.105823028724984,175.90160969260887,fairway,Hybrid
-11.105823028724984,174.90160969260887,fairway,Hybrid
3.894176971275016,185.90160969260887,fairway,Hybrid
18.894176971275016,186.90160969260887,rough,Hybrid
-12.105823028724984,191.90160969260887,fairway,Hybrid
0.8941769712750158,182.90160969260887,fairway,Hybrid
-13.105823028724984,179.90160969260887,fairway,Hybrid
-0.1058230287249841,167.90160969260887,fairway,Hybrid
-12.105823028724984,181.90160969260887,fairway,Hybrid
18.894176971275016,183.90160969260887,rough,Hybrid
2.894176971275016,181.90160969260887,fairway,Hybrid
11.894176971275016,189.90160969260887,rough,Hybrid
-9.105823028724984,183.90160969260887,fairway,Hybrid
-3.105823028724984,188.90160969260887,fairway,Hybrid
-18.105823028724984,174.90160969260887,fairway,4 Iron
-8.105823028724984,172.90160969260887,fairway,4 Iron
5.894176971275016,177.90160969260887,fairway,4 Iron
-13.105823028724984,173.90160969260887,fairway,4 Iron
-26.105823028724984,184.90160969260887,rough,4 Iron
18.894176971275016,178.90160969260887,rough,4 Iron
-19.105823028724984,168.90160969260887,fairway,4 Iron
-11.105823028724984,173.90160969260887,fairway,4 Iron
18.894176971275016,181.90160969260887,rough,4 Iron
8.894176971275016,173.90160969260887,rough,4 Iron
13.894176971275016,172.90160969260887,rough,4 Iron
-12.105823028724984,189.90160969260887,fairway,4 Iron
3.894176971275016,166.90160969260887,fairway,4 Iron
-16.105823028724984,178.90160969260887,fairway,4 Iron
6.894176971275016,170.90160969260887,rough,4 Iron
15.894176971275016,172.90160969260887,rough,4 Iron
-9.105823028724984,176.90160969260887,fairway,4 Iron
-17.105823028724984,186.90160969260887,fairway,4 Iron
-7.105823028724984,173.90160969260887,fairway,4 Iron
-15.105823028724984,171.90160969260887,fairway,4 Iron
18.894176971275016,170.90160969260887,rough,4 Iron
12.894176971275016,165.90160969260887,rough,4 Iron
-2.105823028724984,179.90160969260887,fairway,4 Iron
1.894176971275016,168.90160969260887,fairway,4 Iron
1.894176971275016,173.90160969260887,fairway,4 Iron
-5.105823028724984,179.90160969260887,fairway,4 Iron
-2.105823028724984,182.90160969260887,fairway,4 Iron
-19.105823028724984,185.90160969260887,fairway,4 Iron
5.894176971275016,177.90160969260887,fairway,4 Iron
5.894176971275016,178.90160969260887,fairway,4 Iron
-9.105823028724984,174.90160969260887,fairway,4 Iron
-1.1058230287249842,172.90160969260887,fairway,4 Iron
-4.105823028724984,176.90160969260887,fairway,4 Iron
-9.105823028724984,175.90160969260887,fairway,4 Iron
-5.105823028724984,186.90160969260887,fairway,4 Iron
-10.105823028724984,179.90160969260887,fairway,4 Iron
-0.1058230287249841,174.90160969260887,fairway,4 Iron
-15.105823028724984,182.90160969260887,fairway,4 Iron
15.894176971275016,170.90160969260887,rough,4 Iron
-14.105823028724984,178.90160969260887,fairway,4 Iron
-5.105823028724984,180.90160969260887,fairway,4 Iron
-3.105823028724984,176.90160969260887,fairway,4 Iron
12.894176971275016,171.90160969260887,rough,4 Iron
-5.105823028724984,176.90160969260887,fairway,4 Iron
18.894176971275016,163.90160969260887,rough,4 Iron
-12.105823028724984,186.90160969260887,fairway,4 Iron
12.894176971275016,184.90160969260887,rough,4 Iron
-14.105823028724984,182.90160969260887,fairway,4 Iron
1.894176971275016,174.90160969260887,fairway,4 Iron
-6.105823028724984,168.90160969260887,fairway,4 Iron
-17.105823028724984,184.90160969260887,fairway,4 Iron
-22.105823028724984,173.90160969260887,rough,4 Iron
-1.1058230287249842,184.90160969260887,fairway,4 Iron
17.894176971275016,175.90160969260887,rough,4 Iron
7.894176971275016,178.90160969260887,rough,4 Iron
